Line 1,Line 2,Converged,Bus Voltages,Line Loadings
"(3, 13)","(6, 7)",True,"[1.0378885704088414, 1.0455081663686299, 1.0244202606459805, 0.990630729018476, 0.9972150768074693, 1.0013810065987578, 0.9924724349151884, 0.9882585024022777, 1.0344909789678363, 1.0169594111196223, 1.01035932669346, 0.9998241354625055, 1.016055406793926, 1.0181832195219793, 1.017820463695391, 1.0322020413939297, 1.032077134457826, 1.0277025595410725, 1.0499897318070488, 0.9909466838603584, 1.0320951951424204, 1.050022799311382, 1.045020933841115, 1.0377109637119213, 1.0564958001669766, 1.0514711858168766, 1.0368305582336101, 1.0498095244825851, 1.0497278881307086, 1.0499, 0.982, 0.9841000000000001, 0.9972, 1.0123, 1.0494000000000003, 1.0635999999999994, 1.0274999999999999, 1.0265, 1.03]","[30.983867845921598, 11.10643548504629, 67.69407801384556, 54.3270882141685, 40.74828494430343, 24.342324562312143, 63.35250721589555, 0.0, 77.16471449563093, 60.88328933392207, 27.812914907379632, 101.39617691817779, 0.0, 16.49177975987681, 8.900911353484675, 80.34771683739109, 28.65470182652255, 26.515521533438974, 25.870590452091726, 36.24670127055014, 53.35956582133527, 73.41265616198527, 53.53547907688918, 17.228343124023077, 45.793692359036804, 11.052868078229734, 65.755164572969, 11.984748158815197, 56.43259608638387, 59.4389873207976, 9.32863260005037, 40.19984030579055, 24.12756562623333, 32.27751958533637, 55.769760989404894]"
"(3, 13)","(7, 8)",True,"[1.0364966637710638, 1.0429901187267805, 1.0187110023940855, 0.9780877120818067, 0.9810777173210127, 0.9856807206265223, 0.9691219247131512, 0.9654067002000398, 1.061542836344746, 1.0076847241143925, 0.9989374765793974, 0.9894224341871535, 1.0072030072253233, 1.0106926288897333, 1.01336151365346, 1.0291500963628921, 1.0285153512519267, 1.0233097212959326, 1.0488673461336293, 0.9903342061839191, 1.029946879620911, 1.0488724310820001, 1.0438302455156807, 1.0349291968856638, 1.0547375011382032, 1.049428073660664, 1.0340728258527696, 1.0487521765852899, 1.0490025094042612, 1.0499000000000005, 0.982, 0.9841, 0.9972000000000001, 1.0123000000000002, 1.0494000000000003, 1.0636, 1.0275000000000003, 1.0264999999999997, 1.0299999999999998]","[33.890363611137985, 12.254385648217909, 67.02364599506753, 54.67556910959023, 44.596711130331954, 24.758689780442946, 66.83125242027559, 0.0, 60.00383217406029, 37.26379063049203, 54.430412450364194, 104.38480256149339, 26.22320889168067, 0.0, 20.925044826445415, 83.08941605577022, 29.287165723675372, 27.82841934714447, 26.973349381272676, 37.76327325974826, 53.8433822926002, 73.83162695886031, 53.56234132171925, 17.93534422166781, 46.061977842778845, 12.035548840412376, 66.00174608136832, 12.045598203787872, 56.57723891852766, 59.527578786046895, 9.102908044699646, 40.10253534210892, 24.026435607045837, 32.17853742921304, 55.772827085180325]"
"(3, 13)","(8, 38)",True,"[1.0374771729382382, 1.0451136125684986, 1.023670593443364, 0.9888966317114513, 0.994997920614374, 0.9987217878490213, 0.9870635442954513, 0.9856969799269952, 1.016344736888065, 1.0153999209530205, 1.0084302679842405, 0.9980754231991273, 1.014576105329263, 1.0169534611671172, 1.0171270352372228, 1.0317546104224582, 1.0315887380986999, 1.027117558169103, 1.049825185789469, 0.9908568930922036, 1.0317802539074419, 1.0498541582994827, 1.0448463817100089, 1.0373031429060098, 1.0562617023422962, 1.0512020919419534, 1.036461793410471, 1.0496702660108084, 1.0496323519419062, 1.0499000000000005, 0.982, 0.9841000000000001, 0.9972, 1.0123000000000002, 1.0494000000000003, 1.0636000000000003, 1.0275, 1.0265, 1.03]","[32.80740386967702, 11.916697825484396, 66.10629347915268, 54.56152304481632, 40.15773880817521, 23.94004178405341, 65.58059037765551, 0.0, 58.787352106685276, 35.206580946031025, 52.4103292504035, 102.12664848908688, 25.125798352528122, 11.533314367321081, 0.0, 80.97405225242416, 28.52452762159953, 26.495852099542194, 25.806193029384822, 36.664473538754095, 53.20502793068578, 73.47193826758546, 53.53792241301111, 17.33171143806925, 45.44256214641782, 11.315992404631745, 65.79076141885315, 11.99366274396199, 56.44588699462302, 59.45173041918652, 9.194387531662247, 40.042276506702365, 24.113973665266442, 32.26427340449073, 55.770023614693976]"
"(3, 13)","(9, 10)",True,"[1.0353140595667383, 1.0407681154875223, 1.0155208499149864, 0.9776459876180843, 0.9823302831127966, 0.9847314641806701, 0.976017886024909, 0.9761620700462695, 1.029664480898279, 1.0226379512369472, 0.9828663704314289, 0.9785964765504919, 1.0164916087911755, 1.0157577433107312, 1.0133661157803497, 1.027751890065215, 1.0258746999168789, 1.0199728530993026, 1.0483531322301591, 0.9900535990207395, 1.0289625891719445, 1.048345357910778, 1.0432847001715901, 1.0336547655300201, 1.0547806695654287, 1.0486979576802122, 1.0325684076004813, 1.0483743174575104, 1.0487432838534716, 1.0499000000000003, 0.982, 0.9840999999999998, 0.9972000000000001, 1.0123, 1.0494, 1.0636000000000003, 1.0275000000000003, 1.0265, 1.03]","[36.139223441814714, 13.151010078786381, 72.62032873776326, 63.11870912659241, 69.63050672706866, 56.644758223753136, 34.051236309279645, 0.0, 43.75462265259078, 35.97026200631009, 49.31280455744728, 56.66214430886597, 22.35325610237516, 18.40474687859009, 7.245512005379143, 0.0, 107.11630289530136, 61.56032673199581, 61.358407274881685, 28.947422807538807, 88.40818380001141, 74.03491943696555, 53.58262182428819, 18.260674078471194, 73.10416147960453, 18.597226902279097, 66.11765431173816, 12.073509499934714, 56.65072349087302, 59.56947089559207, 7.925319775486682, 34.51639552745978, 23.991457362054277, 32.14405742329618, 55.77452170536373]"
"(3, 13)","(9, 12)",True,"[1.0388183758951055, 1.0461916765841859, 1.0248973858310815, 0.9907909662548846, 0.9974146148843567, 1.0008507914995912, 0.9908299517340905, 0.9903023406324316, 1.0351084021158392, 1.0166177140869401, 1.0093534842402676, 0.9958291993117426, 1.0102507443745647, 1.0138745505805644, 1.0159923873117438, 1.0315378460625733, 1.031934170907473, 1.0279021290603276, 1.049745468989295, 0.9908133925520378, 1.0316276745144284, 1.0497724566513942, 1.0447618163318932, 1.0371055681854295, 1.0560730704377674, 1.0510532998494193, 1.0364578199630434, 1.0495932644586337, 1.0495795261644656, 1.0499000000000003, 0.982, 0.9841000000000001, 0.9971999999999998, 1.0123, 1.0493999999999999, 1.0636, 1.0275, 1.0265000000000002, 1.03]","[25.816837093458684, 9.11894028107872, 69.9734085433475, 50.17037791091297, 36.30123590939035, 12.556523041622697, 72.03194409170229, 0.0, 63.37355571204631, 36.783801687486275, 54.76340828990445, 118.87572254744656, 27.994136486330373, 17.144383091066985, 10.171613063161937, 108.45491376937322, 0.0, 14.049836426461718, 12.523212824469523, 48.10146671539792, 39.36360158787578, 73.50092402577134, 53.5392908630152, 17.38182563291, 35.423035929619715, 8.536761418437544, 65.80807534740136, 11.997982330448934, 56.45654337176984, 59.45793427671337, 11.850258050636796, 43.34122482754304, 24.106493506425426, 32.25697630051377, 55.77018721123187]"
"(3, 13)","(12, 13)",True,"[1.0392389868684768, 1.0466181539455635, 1.0249980904835834, 0.9882862377201803, 0.99380376166158, 0.9971322154905089, 0.9872352930095342, 0.9868144409829861, 1.033553351129135, 1.0110743156908888, 1.0046648150173965, 0.9932243778512454, 1.009000027381645, 1.0253377935146843, 1.0212661304510828, 1.0342207309036584, 1.0337331964664942, 1.0291117528564966, 1.0507321126843518, 0.9913517884402847, 1.03351607101767, 1.0507836245976405, 1.0458084284627225, 1.0395509399690102, 1.0558557378076237, 1.0515111087040152, 1.0374801814079124, 1.049830184865821, 1.0497420618735416, 1.0499, 0.982, 0.9841, 0.9971999999999998, 1.0123000000000002, 1.0494, 1.0636, 1.0274999999999996, 1.0265000000000002, 1.03]","[23.61650172182293, 8.512713705559918, 70.06359162680987, 47.10907257875157, 36.62921651423799, 8.352102266525637, 81.04689586868304, 0.0, 68.18801764101381, 37.16582853058546, 56.28706477086666, 133.20978693111036, 29.50327849705227, 18.381678946860283, 10.405502184170512, 103.22444170327978, 9.761188944117945, 0.0, 6.242141883044726, 55.47990486695801, 28.072296316584616, 73.15442258673168, 53.53084642814584, 16.763260992606046, 27.575875572405035, 6.723586916104959, 65.59693876089739, 11.944555232326893, 56.39186812111502, 59.38254224816405, 13.748048028093985, 45.379500747696405, 24.129589143841713, 32.27949019081569, 55.76972567564593]"
"(3, 13)","(13, 14)",True,"[1.0390443890940406, 1.046114227418272, 1.024026790652621, 0.988435669293057, 0.994618718490166, 0.9980803958609005, 0.9880968467188697, 0.9876267869972692, 1.0338857923982887, 1.0131015987546443, 1.0063628382921737, 0.9954980274025774, 1.0117313951141467, 1.0126124813769135, 1.0137595215767146, 1.03036370380674, 1.0309905410396556, 1.027037956038715, 1.049313666422036, 0.9905777615108683, 1.0308011832084716, 1.0493298927269046, 1.0443037404947932, 1.0360353690680029, 1.0553373851560788, 1.0502384221324592, 1.03551255663317, 1.0491715520424898, 1.0492902163565554, 1.0498999999999998, 0.982, 0.9841, 0.9971999999999999, 1.0123000000000002, 1.0494, 1.0636, 1.0275000000000003, 1.0265000000000002, 1.03]","[23.57842064943531, 8.44325127831603, 70.34573517595479, 47.15379484589325, 35.58175039713694, 6.702221035331292, 81.07426450815571, 0.0, 68.17725048241611, 37.134830285521296, 56.26038134579089, 133.18273576845868, 29.476870728368066, 18.24895155261233, 10.524569094486157, 103.25346521000256, 7.619781951453768, 2.906620413690479, 0.0, 58.313573797291426, 28.385814217280025, 73.66093431215404, 53.54879853494775, 17.653675484703108, 27.216654721533303, 7.445104912206428, 65.90263526864464, 12.021389027888253, 56.51513598307674, 59.49188182734185, 13.914502556604594, 45.68030432522849, 24.06597520297852, 32.21735722436139, 55.771315492275534]"
"(3, 13)","(14, 15)",True,"[1.0371356110008045, 1.044749419512348, 1.023504385047763, 0.9849471122188994, 0.9888238044044303, 0.9912268873374984, 0.9821947016181525, 0.9821516088035593, 1.0320801686864398, 0.9940566646088351, 0.9916100755659761, 0.9741309316968084, 0.9847066700221675, 0.9662257113027076, 0.9250665244547689, 1.0440081429557746, 1.038828550255408, 1.0312184643182032, 1.0543313156455567, 0.9933157308114136, 1.0404037769768752, 1.0544715347150797, 1.049625640534104, 1.0484718176245769, 1.057814739750485, 1.054868441523511, 1.041920376068512, 1.0515675685832302, 1.0509339643452575, 1.0499000000000005, 0.982, 0.9840999999999998, 0.9972000000000001, 1.0123000000000002, 1.0494000000000003, 1.0636000000000003, 1.0275000000000003, 1.0264999999999997, 1.0299999999999998]","[34.16343850558904, 12.543822226378024, 70.14716919059842, 60.777206204446024, 63.51228269468302, 49.73488782934512, 39.860137641235085, 0.0, 46.736099928936646, 36.043584443162366, 50.061949530604764, 66.73383475616811, 23.185949522697484, 17.34598347740909, 7.883426166582111, 54.15514317225283, 63.73932388513464, 61.432835645119965, 63.904529170425796, 0.0, 79.19935310887894, 72.12101442818962, 53.65668718555552, 14.544073579068847, 66.84699891313532, 14.918091692861903, 64.88574302833634, 11.750329348716072, 56.26038294513413, 59.133329664157955, 6.171517637580243, 34.36167558879066, 24.306186941485546, 32.450169871828436, 55.7701294948963]"
"(3, 13)","(15, 16)",True,"[1.0394472587837147, 1.0457020858506296, 1.0214180849392862, 0.9825429691640358, 0.9885006684516591, 0.9922739129745088, 0.9822087519162412, 0.9817969835533338, 1.0310806081826855, 1.00933010089215, 1.0014916838221226, 0.9912680426276126, 1.0085674129976077, 1.0113408468490934, 1.0121539866835239, 1.0284752311831602, 1.0285704274559926, 1.0245485288972858, 1.0486191537709615, 0.990198767650359, 1.029471802584414, 1.0486180351048986, 1.043566933674222, 1.034314073806255, 1.053280780502404, 1.0480059511614337, 1.032985379002572, 1.0480161759930078, 1.0484975850754696, 1.0499000000000005, 0.982, 0.9841, 0.9972, 1.0123000000000002, 1.0493999999999999, 1.0636, 1.0275, 1.0265000000000002, 1.03]","[17.974651062744663, 7.640211624993598, 71.49191189673867, 39.43915448476926, 46.19760035715566, 26.848018206278745, 104.42678745839235, 0.0, 80.55865146341668, 38.024155904213444, 60.114881017268374, 169.22381424248596, 33.272410370915246, 21.296130734603665, 12.568603346413813, 129.48893969657732, 21.169350422772286, 28.515065990943782, 28.679507955878147, 83.7007341362627, 0.0, 73.92886528079991, 53.5715050634021, 18.092262981172574, 10.042385204545132, 8.108856946324956, 66.05746126465147, 12.059067379252669, 56.61244908505781, 59.54769641533603, 19.60847053008369, 51.7056448276692, 23.958873089788693, 32.11181278973058, 55.77641897299473]"
"(3, 13)","(15, 18)",True,"[1.0382733552400807, 1.0433383491133066, 1.017124417753288, 0.9790286284086546, 0.9847390427727115, 0.9882030269092662, 0.9785317092274952, 0.9783134096501791, 1.0298713557753154, 1.0063524949610165, 0.9991011673820566, 0.9879279875084879, 1.0040948868577235, 1.003781141546442, 1.002311927416804, 1.0172996814368507, 1.0206618026447682, 1.0180166893266238, nan, nan, 1.0216031829713212, 1.0444042876094253, 1.0392055407575977, 1.0241277580310262, 1.0519973294832436, 1.0446732184121084, 1.0275905607146705, 1.046291279847597, 1.0473142362918777, 1.0499000000000003, 0.982, 0.9840999999999999, nan, nan, 1.0494000000000003, 1.0636, 1.0275, 1.0264999999999997, 1.03]","[20.504268197638336, 7.46204781749564, 72.83590647909975, 43.18860510452914, 39.77474655686041, 13.386372453277565, 93.5265662273737, 0.0, 74.93892661090196, 37.78445016111714, 58.542772475840934, 62.404114822292044, 31.65496791185671, 20.765348846667074, 11.187725747545485, 53.0204131442227, 60.809854220213374, 60.93661242534601, 60.70507729911031, 29.49528189775276, 16.301767318362018, nan, 54.061458657207005, 20.716254886546736, 16.21174251758097, 9.415802442748678, 67.04159446538436, 12.28281528780625, 57.26488440070449, 59.90843435535725, 17.165672348557084, 49.7135173327001, 23.809761943089654, 31.962499478557888, 55.789523503054596]"
"(3, 13)","(15, 20)",True,"[1.0378995092949135, 1.0445881290507315, 1.0222655558694838, 0.9901097240524532, 0.9976781451592345, 1.0011563225932059, 0.9911786177366, 0.9906497259821074, 1.0353645180859272, 1.0156891677307671, 1.0094017093614704, 0.9983997744484218, 1.0142413115394338, 1.0149830413976293, 1.0115582455686927, 1.024732706197362, 1.0267031746054016, 1.023556882504673, 1.0472427582940906, 0.9894476571719, 1.0303723934695557, 1.046909617095863, 1.0376602989480417, 1.027090620431538, 1.05532433495489, 1.048874147518139, 1.0329014614618783, 1.0484655020402298, 1.0488058399307687, 1.0499000000000003, 0.982, 0.9840999999999999, 0.9972000000000001, 1.0123000000000002, 1.0493999999999999, 1.0636000000000003, 1.0275000000000003, 1.0265000000000002, 1.03]","[28.155978623105582, 9.826809211793442, 70.67262106334834, 53.41791320761454, 40.02838239655021, 22.207689140359232, 62.80737498591935, 0.0, 58.5034809969555, 36.472822598885955, 53.30552271139637, 102.95649198988204, 26.508319196899187, 16.519537038087282, 9.659020739364468, 81.40580022125584, 27.598540974235103, 24.608988295351626, 24.364977975052255, 35.99365135444848, 51.90383402646631, 74.4978609980473, 0.0, 59.784027944324606, 44.26845866642448, 11.549380052032381, 32.043953089944885, 61.531037673260826, 110.36548702890883, 60.048589934603235, 10.362897865797326, 41.6035485094334, 23.999841967016717, 32.152334902032806, 55.77408388803563]"
"(3, 13)","(15, 23)",True,"[1.0378587249881417, 1.0445122683938421, 1.022133388053374, 0.9900556643685661, 0.9976664300788195, 1.001147590632515, 0.9911716932133195, 0.9906430216992961, 1.0353655409261149, 1.01563365807153, 1.0093567011075024, 0.9983375281527873, 1.014166309273256, 1.014854392342015, 1.011286745767407, 1.0244039462891625, 1.0264489973974908, 1.0233445057636925, 1.0471218477988222, 0.9893816743546631, 1.0292480391761505, 1.0530706158888974, 1.0543534192046808, 1.07979474308042, 1.0552813309002083, 1.048763486690121, 1.0327251986531703, 1.0484082311202276, 1.0487665499134478, 1.0499, 0.982, 0.9841, 0.9971999999999998, 1.0123000000000002, 1.0494000000000003, 1.0636000000000003, 1.0275, 1.0265000000000002, 1.03]","[28.241926127784673, 9.85458236994768, 70.70975163073587, 53.53746747071775, 40.21528619361502, 22.599704685769566, 62.476211801138746, 0.0, 58.32816243802, 36.46180672537939, 53.25335597600548, 103.46460262669001, 26.454691472466045, 16.502931479990306, 9.64183343956414, 81.7680782558676, 27.235568166695046, 24.17466745522828, 23.978652946824205, 36.24381193778499, 52.375805593273384, 74.55022959984427, 60.6269002695516, 0.0, 44.59958959405828, 11.676031724328205, 71.16225740694436, 3.8432293993897484, 51.62830190047985, 58.881281592279755, 10.3242548027471, 41.55036709743451, 23.994571598564683, 32.14713279329888, 55.774356721824525]"
"(3, 13)","(16, 17)",True,"[1.0354556199877663, 1.0376035380098612, 1.010155099386337, 0.9815863067912634, 0.992262213136766, 0.9965046010192931, 0.9863933248330136, 0.9858577036839532, 1.0333004494628455, 1.0145180945095669, 1.006867064152849, 0.9970865499597102, 1.0143030616853113, 1.0181251499921815, 1.0204311428499566, 1.0360901395240136, 1.0393030564788472, 1.0056774622189033, 1.051419585041273, 0.9917269252184467, 1.0348317937163252, 1.0514881319333078, 1.0465376328547658, 1.0412548471507546, 1.0570796262169118, 1.0549840211932988, 1.0423377627240331, 1.0516273777055525, 1.0509749952581244, 1.0499000000000003, 0.982, 0.9840999999999999, 0.9971999999999999, 1.0123000000000002, 1.0494000000000003, 1.0635999999999999, 1.0275000000000003, 1.0265, 1.03]","[26.311351708207454, 8.211540271427346, 101.52121212767962, 81.16056589613085, 28.960827314499266, 31.982994545579352, 82.9175289871993, 0.0, 68.3250790207818, 36.15360675901749, 55.55343768914038, 129.8370257894051, 28.673306412351312, 17.842226238931335, 9.396791560629564, 101.00915243053956, 8.277453735003869, 8.662186174210722, 6.047532812309569, 54.59729513717819, 32.46498367036039, 72.92886478582852, 53.53589030981271, 16.33456798046251, 0.0, 31.854827082535632, 65.45390223014262, 11.90737467799057, 56.3582932532942, 59.33180471066609, 17.810526864561886, 20.620211528841164, 24.312491052546974, 32.4562193183076, 55.77026210392013]"
"(3, 13)","(16, 26)",True,"[1.0385797440181719, 1.0461194694445528, 1.0232563891495636, 0.9909667566213469, 0.9984278315868558, 1.0019050058382086, 0.9918781346790271, 0.9913234939148718, 1.035610636407114, 1.0168146183832014, 1.0103960739933857, 0.9996617788823722, 1.0157127757162725, 1.0172944972030038, 1.0155357275055006, 1.0293509497076674, 1.0269095516933373, 1.0239873407253741, 1.0489412129412583, 0.9903745152004219, 1.030088270065478, 1.0489481430528789, 1.0439086110225462, 1.035112269693504, 1.0552343404652287, 1.0518980249050172, 1.0385315123714216, 1.0500304159216298, 1.0498794273058956, 1.0499, 0.982, 0.9841000000000002, 0.9972000000000001, 1.0123, 1.0494, 1.0636000000000003, 1.0275, 1.0265, 1.03]","[27.544231112649598, 9.728920115794622, 64.5678415125111, 44.81557493317976, 40.02903621033798, 29.38517718658557, 62.861228042320185, 0.0, 58.695305950673315, 36.692108550192806, 53.52478251525362, 105.33499315744707, 26.740504604888514, 16.545539706647755, 9.906760372183358, 83.12974060989039, 25.67155392623326, 22.96205589120387, 22.37175328409319, 38.00692884554867, 50.02902934556977, 73.80300634705178, 53.55983928632845, 17.888681274684547, 50.104063605644434, 0.0, 65.98524702616096, 12.041590458417366, 56.56685284925275, 59.52162823529375, 15.048687473968242, 46.69511064321461, 24.149293934423703, 32.29866065785315, 55.76943229014976]"
"(3, 13)","(20, 21)",True,"[1.0362917787068955, 1.040375623057934, 1.0133905702466453, 0.9831296933038016, 0.9920975035119147, 0.9957762241857963, 0.9859571525133588, 0.9855441731656773, 1.0332646215302612, 1.0091313366636618, 1.0031769629845941, 0.9910450968684036, 1.0061307458555309, 1.003059518393109, 0.9915745126893248, 1.0016644538523483, 1.0094256978023004, 1.0094411270559696, 1.038758040257384, 0.9848170335584678, 0.9846919028874302, 1.0466649839205022, 1.027760667043727, 1.0013017124466712, 1.0513354300635394, 1.0405664424908991, 1.0203419438898242, 1.0441656042123337, 1.045855927639594, 1.0499, 0.982, 0.9841, 0.9972, 1.0123000000000002, 1.0494, 1.0636, 1.0275000000000003, 1.0265000000000002, 1.03]","[28.072423605850087, 9.295184660550264, 73.6438364403725, 53.25265159152961, 37.98416223701304, 23.140262841088813, 64.52482423239401, 0.0, 59.45684557479297, 36.61367880488078, 53.7047870609506, 102.15291963183712, 26.826904487196305, 17.45723989846855, 8.83732283748871, 80.81368850494064, 29.968667567466746, 25.63392848479501, 27.17645329632823, 32.670329764083064, 54.53441336816343, 79.05149349644198, 50.29573902251832, 105.0016525067496, 43.90302762409006, 15.368954344794469, 0.0, 107.91067304565362, 157.56594112103878, 61.096049356104324, 12.10733866689125, 44.17545415368713, 23.64408804373848, 31.79227723527126, 55.81470449551406]"
"(3, 13)","(21, 22)",True,"[1.0383793364916112, 1.0458526892425881, 1.0249361731424944, 0.9922190394918671, 0.9993709224340444, 1.0027887922307273, 0.9927630723072896, 0.9921990016581503, 1.0360025498254293, 1.0176706894622978, 1.011283701176117, 1.0006216802830719, 1.0166912938462793, 1.0185822377518858, 1.017580246087116, 1.0316843313796817, 1.0319065503031455, 1.0278060493915657, 1.049799340163805, 0.9908427894618732, 1.0331897466236049, 1.053441363048195, 1.0352502713171738, 1.0360951612695897, 1.0565286697137366, 1.0513779243249006, 1.0366849371938447, 1.0497612609199898, 1.049694777641593, 1.0498999999999998, 0.982, 0.9840999999999999, 0.9971999999999999, 1.0123, 1.0494, 1.0636000000000003, 1.0275, 1.0265000000000002, 1.03]","[28.29969770523359, 9.997896390948872, 69.85894711334242, 53.49734242914028, 40.697215998163934, 23.004326473747145, 62.21382299215163, 0.0, 58.17312521529221, 36.42959476138899, 53.17297514270829, 103.33764330460755, 26.3998590242713, 16.230811804578533, 9.909379005925576, 81.68145672097658, 27.0087090894, 24.605113916306532, 23.975933427065435, 37.17286013049289, 51.643816916721995, 73.48131700680639, 60.18990927466581, 13.041227461170257, 44.69965995636741, 10.523988008801522, 70.37957261179292, 0.0, 50.241385380778695, 60.27991948385435, 9.856045834616046, 40.88598485525275, 24.122845658585774, 32.27292160065289, 55.76984715642952]"
"(3, 13)","(22, 23)",True,"[1.0378017402472255, 1.0443371379623696, 1.021741411870271, 0.9897062877645626, 0.9973610415808972, 1.0008510594993336, 0.9908826469855957, 0.9903603387978125, 1.0352461387958922, 1.0153092083605277, 1.0090424448711874, 0.9979737004742318, 1.0137702009791967, 1.014287091098712, 1.010381982133048, 1.0233717661535744, 1.0256827427122797, 1.0227225394133816, 1.0467422332309748, 0.9891745115294287, 1.0200811522116657, 1.0430713216287015, 1.0410539120558215, 1.0278115880185743, 1.0550914752463543, 1.0483855523263734, 1.0321612455583562, 1.048212635641582, 1.0486323639633688, 1.0499000000000003, 0.982, 0.9840999999999999, 0.9971999999999998, 1.0123, 1.0494, 1.0635999999999999, 1.0275000000000003, 1.0265, 1.03]","[28.1477660209124, 9.800996002488446, 70.83602601769248, 53.42845773599788, 39.94338039235542, 22.236369737669236, 62.848072077929515, 0.0, 58.5278828448612, 36.478641409658636, 53.31919424869606, 102.99382642444553, 26.51720125034035, 16.569680160427122, 9.609054200857999, 81.43158737486583, 27.643366057443174, 24.534275169950064, 24.42723706149365, 35.83209850841109, 52.07471569620278, 74.7171237267914, 111.30048930897698, 52.56208929915326, 44.267527290007486, 11.773843923894505, 104.11262784863568, 50.36274510982616, 0.0, 59.74923919227525, 10.45082285928156, 41.72986768157384, 23.976678619768403, 32.12944804885948, 55.77534313969231]"
"(3, 13)","(22, 35)",True,"[1.0391143798320739, 1.0450894180548407, 1.0201397019963625, 0.9788474194101991, 0.9831623103100233, 0.9864854125385977, 0.9768641908891403, 0.9767013784977212, 1.029077625139038, 1.0066360255553963, 0.9987849177936309, 0.9882460489762033, 1.0050434849240208, 1.006723819954498, 1.010964013500349, 1.0286294776873735, 1.0286972978769322, 1.024150163192333, 1.0486758804766378, 0.9902297234616525, 1.0307031275112837, 1.0477476121079838, 1.0394198029985375, 1.0348584172250166, 1.0532015390232243, 1.048127335652082, 1.0331484278363263, 1.0480789977635692, 1.04854068323909, 1.0498999999999998, 0.982, 0.9840999999999999, 0.9971999999999998, 1.0123, 1.0494, nan, 1.0275000000000003, 1.0265000000000002, 1.03]","[18.95295273076176, 7.564534217506667, 71.93857542816883, 40.76593462280405, 45.68536301651308, 22.624274373329154, 100.50962066637209, 0.0, 78.63931992994276, 38.06930996770438, 59.694849283023586, 54.79480448443263, 32.80725534367341, 21.664764442778193, 12.38685474548609, 47.84995532240314, 68.50617111570642, 69.83621908499936, 69.46600085388216, 37.42301033373479, 5.593306392760746, 73.90649494394637, 7.744561969745472, 40.96950163719611, 13.0175816115072, 7.599037974309115, 36.005957186130146, 55.019547960295114, 14.67716928238575, nan, 18.469045359597153, 50.56530648107992, 23.964548583771155, 32.117438084298456, 55.77606568631233]"
"(3, 13)","(24, 25)",True,"[1.0373880672071578, 1.0435702345961408, 1.022673154702936, 0.990919369214973, 0.9986853551953354, 1.0021938968219186, 0.9921826319010321, 0.9916252666222632, 1.0358005082533233, 1.0171590690855044, 1.0107563823051313, 1.0000480110285928, 1.016095561352314, 1.0178028944875717, 1.0165210268006193, 1.0305289358578564, 1.029032398175873, 1.0252183722782204, 1.0493744323848613, 0.9906109211028133, 1.0309174936732168, 1.0493921741459387, 1.0443682048416967, 1.036185973734081, 1.0559986079095258, 1.0412671277029475, 1.0299575487206305, 1.0445282931905011, 1.0461047492109279, 1.0498999999999998, 0.982, 0.9841, 0.9971999999999998, 1.0123000000000002, 1.0494000000000003, 1.0636, 1.0275000000000003, 1.0265, 1.03]","[29.019195363456834, 10.09404827779611, 76.94010114488886, 62.789199848601264, 40.35533018703287, 16.16960128996525, 61.91753844810523, 0.0, 57.82615510852369, 36.17592516155935, 52.89084213621755, 101.45148206149052, 26.09700586372107, 16.178492701443496, 9.684452499819523, 80.33899441892699, 28.49270400136345, 26.12077067509909, 25.547564140876077, 35.97868762089887, 53.074781012131744, 73.63811082324786, 53.54724675160533, 17.615379286090526, 38.922113953288914, 15.241152682448067, 65.88924916907398, 12.0180941957852, 56.506801745662, 59.48706951420385, 0.0, 33.06155488490106, 23.670926778498753, 31.82023477245968, 55.809702903808954]"
"(3, 13)","(25, 26)",True,"[1.03515290782506, 1.0389603698187146, 1.0141426980733559, 0.9856225953578388, 0.9954883480629602, 0.9992951224234695, 0.9893789437400725, 0.9888710531657815, 1.0347814914126485, 1.0141323474532185, 1.0078096840212707, 0.9966539649381533, 1.0124091310269803, 1.0125968778679466, 1.0086352185090341, 1.02168774533077, 1.0140555904772581, 1.012777071795923, 1.0461228787353833, 0.9888365148143478, 1.0246931242567496, 1.0460590432167929, 1.0409182694751322, 1.0281274179596689, 1.0636497398995708, 1.0732654912967596, 0.9989714264630849, 1.061085758086347, 1.0574636412391294, 1.0498999999999998, 0.982, 0.9840999999999999, 0.9971999999999998, 1.0123000000000002, 1.0494, 1.0636, 1.0275000000000003, 1.0265000000000002, 1.03]","[32.59727308213912, 11.180286714498644, 107.96078453502544, 96.88555429891528, 39.30263885784628, 14.403771051763334, 61.237234436387254, 0.0, 56.66841617213294, 35.158983301943245, 51.813771994908045, 93.19298055372263, 24.93540111562269, 16.248369124846825, 8.984513088156918, 74.4450847934254, 35.09489051543774, 32.68604105594644, 32.46795392582379, 30.471219396384196, 61.38509871013462, 74.99742619233419, 53.77061447697235, 19.68073464414909, 14.467545953384938, 48.54427524242167, 66.64147233929894, 12.194804626173115, 56.99322121676696, 59.76060710885833, 30.49279973505263, 0.0, 25.488395989240843, 33.553320028801565, 55.89050265919276]"
